SNOMED code	SNOMED descriptor	ICD-O code	topography	filter_code
261063000	Buccal space	C06.9	top	0_0_0_0_6_4
261082009	Floor of coronary sinus	C49.3	top	0_0_0_8_3
261084005	Frontal extradural space	C70.9	top	0_0_0_13_1_2
261090009	Entire mural tricuspid leaflet	C38.0	top	0_0_0_2_6_0
261091008	Inferodorsal intracapsular fat pad	C41.9	top	0_0_0_3_1_6
261092001	Entire inframammary region	C76.1	top	0_0_0_15_1
261098002	Entire intracranial internal carotid artery	C49.0	top	0_0_0_8_0
261116000	Entire lateral umbilical fold	C49.4	top	0_0_0_8_4
261124005	Lumbar subarachnoid space	C72.0	top	0_0_0_13_3_0
261125006	Lumbar subdural space	C70.9	top	0_0_0_13_1_2
261140008	Occipital extradural space	C70.9	top	0_0_0_13_1_2
261151008	Parietal extradural space	C70.9	top	0_0_0_13_1_2
261153006	Entire pectoral region	C76.1	top	0_0_0_15_1
261167002	Posteroseptal accessory pathway	C38.0	top	0_0_0_2_6_0
261168007	Posterolateral chest wall	C76.1	top	0_0_0_15_1
261170003	Posteromedial right atrial pathway	C38.0	top	0_0_0_2_6_0
261177000	Temporal extradural space	C70.9	top	0_0_0_13_1_2
261187001	Vesicoureteric junction	C67.9	top	0_0_0_12_3_9
261211003	Entire root of mesentery	C48.1	top	0_0_0_7_1
261286003	Entire jejunal mesentery	C48.1	top	0_0_0_7_1
261346008	Entire ileal mesentery	C48.1	top	0_0_0_7_1
261399002	Entire descending aorta	C49.3	top	0_0_0_8_3
261400009	Epigastric artery	C49.4	top	0_0_0_8_4
261401008	Gastroepiploic artery	C49.9	top	0_0_0_8_8
261402001	Left internal mammary artery	C49.3	top	0_0_0_8_3
261403006	Right internal mammary artery	C49.3	top	0_0_0_8_3
261404000	Entire umbilical artery	C58.9	top	0_0_0_10_7_0
261405004	Entire atrium	C38.0	top	0_0_0_2_6_0
261406003	Atrioventricular node-His junction	C38.0	top	0_0_0_2_6_0
261408002	Cecal mesentery	C48.1	top	0_0_0_7_1
261412008	Dorsal intracapsular fibrous rim	C41.9	top	0_0_0_3_1_6
261413003	Entire gallbladder bed	C22.0	top	0_0_0_1_7_0
261415005	Entire mesoappendix	C48.1	top	0_0_0_7_1
261416006	Entire rectovesical pouch	C48.1	top	0_0_0_7_1
261417002	Entire septal tricuspid leaflet	C38.0	top	0_0_0_2_6_0
261419004	Tonsillar node	C77.0	top	0_0_0_16_0
261433004	Entire mesentery of ascending colon	C48.1	top	0_0_0_7_1
261528001	Entire mesentery of descending colon	C48.1	top	0_0_0_7_1
261623000	Entire mesogastrium	C48.1	top	0_0_0_7_1
261726000	Entire ileocecal fold	C48.0	top	0_0_0_7_0
261823002	Entire vascular fold of cecum	C48.0	top	0_0_0_7_0
261922008	Entire peritoneal fold	C48.2	top	0_0_0_7_2
262018003	Ligament of liver	C22.0	top	0_0_0_1_7_0
262103002	Right atrial accessory pathway	C38.0	top	0_0_0_2_6_0
262115003	Entire hepatocolic ligament	C49.4	top	0_0_0_8_4
262133009	Entire scrotal wall	C63.2	top	0_0_0_11_3_2
262167004	Splenic bed	C42.2	top	0_0_0_4_2
262209009	Entire ligamentum teres of liver	C49.4	top	0_0_0_8_4
262225004	Entire trunk	C76.7	top	0_0_0_15_6
262307008	Ligamentum venosum of liver	C49.9	top	0_0_0_8_8
262408004	Entire serous layer of visceral peritoneum	C48.2	top	0_0_0_7_2
262511001	Entire peritoneal mesothelium	C48.2	top	0_0_0_7_2
262586001	Entire serous capsule of liver	C22.0	top	0_0_0_1_7_0
262666009	Entire Luschka ducts	C23.9	top	0_0_0_1_8_0
262753003	Entire serous coat of spleen	C42.2	top	0_0_0_4_2
262844004	Entire subserous tissue of parietal peritoneum	C48.2	top	0_0_0_7_2
262929001	Entire subserous tissue of visceral peritoneum	C48.2	top	0_0_0_7_2
263018008	Entire subserous tissue of peritoneum	C48.2	top	0_0_0_7_2
263107005	Entire vestibule of omental bursa	C49.4	top	0_0_0_8_4
263190002	Entire superior omental bursa	C49.4	top	0_0_0_8_4
263261002	Entire inferior omental bursa	C49.4	top	0_0_0_8_4
263310005	Entire joint of thoracic wall	C41.9	top	0_0_0_3_1_6
263311009	Entire sternal joint	C41.3	top	0_0_0_3_1_3
263312002	Entire manubriosternal joint	C41.3	top	0_0_0_3_1_3
263313007	Entire Xiphisternal joint	C41.3	top	0_0_0_3_1_3
263314001	Entire joint of rib	C41.9	top	0_0_0_3_1_6
263315000	Entire costocorporeal joint	C41.3	top	0_0_0_3_1_3
263316004	Entire first costocorporeal joint	C41.3	top	0_0_0_3_1_3
263317008	Entire second costocorporeal joint	C41.3	top	0_0_0_3_1_3
263318003	Entire third costocorporeal joint	C41.3	top	0_0_0_3_1_3
263319006	Entire fourth costocorporeal joint	C41.3	top	0_0_0_3_1_3
263320000	Entire fifth costocorporeal joint	C41.3	top	0_0_0_3_1_3
263321001	Entire sixth costocorporeal joint	C41.3	top	0_0_0_3_1_3
263322008	Entire seventh costocorporeal joint	C41.3	top	0_0_0_3_1_3
263323003	Entire eighth costocorporeal joint	C41.3	top	0_0_0_3_1_3
263324009	Entire ninth costocorporeal joint	C41.3	top	0_0_0_3_1_3
263325005	Entire tenth costocorporeal joint	C41.3	top	0_0_0_3_1_3
263326006	Entire eleventh costocorporeal joint	C41.3	top	0_0_0_3_1_3
263327002	Entire twelfth costocorporeal joint	C41.3	top	0_0_0_3_1_3
263328007	Entire costotransverse joint	C41.3	top	0_0_0_3_1_3
263329004	First costotransverse joint	C41.3	top	0_0_0_3_1_3
263330009	Second costotransverse joint	C41.3	top	0_0_0_3_1_3
263331008	Third costotransverse joint	C41.3	top	0_0_0_3_1_3
263332001	Fourth costotransverse joint	C41.3	top	0_0_0_3_1_3
263333006	Fifth costotransverse joint	C41.3	top	0_0_0_3_1_3
263335004	Sixth costotransverse joint	C41.3	top	0_0_0_3_1_3
263336003	Seventh costotransverse joint	C41.3	top	0_0_0_3_1_3
263337007	Eighth costotransverse joint	C41.3	top	0_0_0_3_1_3
263338002	Ninth costotransverse joint	C41.3	top	0_0_0_3_1_3
263339005	Tenth costotransverse joint	C41.3	top	0_0_0_3_1_3
263340007	Entire ciliary body	C69.4	top	0_0_0_13_0_4
263341006	Entire penile urethra	C68.0	top	0_0_0_12_4_0
263342004	Entire bulbar urethra	C68.0	top	0_0_0_12_4_0
263343009	Entire membranous urethra	C68.0	top	0_0_0_12_4_0
263344003	Entire lacrimal punctum	C69.5	top	0_0_0_13_0_5
263345002	Upper lacrimal punctum	C69.5	top	0_0_0_13_0_5
263346001	Lower lacrimal punctum	C69.5	top	0_0_0_13_0_5
263347005	Entire splenic fossa	C49.4	top	0_0_0_8_4
263348000	Entire lacrimal canaliculus	C69.5	top	0_0_0_13_0_5
263349008	Common lacrimal canaliculus	C69.5	top	0_0_0_13_0_5
263350008	Upper lacrimal canaliculus	C69.5	top	0_0_0_13_0_5
263351007	Lower lacrimal canaliculus	C69.5	top	0_0_0_13_0_5
263352000	Entire hyoid bone	C41.0	top	0_0_0_3_1_0
263353005	Entire cerebrum	C71.0	top	0_0_0_13_2_0
263354004	Entire fundus uteri	C54.3	top	0_0_0_10_3_3
263355003	Vaginal wall	C52.9	top	0_0_0_10_1_0
263356002	Lateral wall of vagina	C52.9	top	0_0_0_10_1_0
263357006	Angle of cervix	C53.9	top	0_0_0_10_2_3
263358001	Entire head of rib	C41.3	top	0_0_0_3_1_3
263359009	Entire neck of rib	C41.3	top	0_0_0_3_1_3
263360004	Entire angle of rib	C41.3	top	0_0_0_3_1_3
263361000	Entire shaft of rib	C41.3	top	0_0_0_3_1_3
263362007	Posterior third of shaft of rib	C41.3	top	0_0_0_3_1_3
263363002	Middle third of shaft of rib	C41.3	top	0_0_0_3_1_3
263364008	Anterior third of shaft of rib	C41.3	top	0_0_0_3_1_3
263365009	Tip of rib	C41.3	top	0_0_0_3_1_3
263367001	Anterior lip of acetabulum	C41.4	top	0_0_0_3_1_4
263368006	Posterior lip of acetabulum	C41.4	top	0_0_0_3_1_4
263369003	Floor of acetabulum	C41.4	top	0_0_0_3_1_4
263370002	Column of acetabulum	C41.4	top	0_0_0_3_1_4
263371003	Anterior column of acetabulum	C41.4	top	0_0_0_3_1_4
263372005	Posterior column of acetabulum	C41.4	top	0_0_0_3_1_4
263373000	Proximal third of patella	C40.3	top	0_0_0_3_0_3
263374006	Middle third of patella	C40.3	top	0_0_0_3_0_3
263375007	Distal third of patella	C40.3	top	0_0_0_3_0_3
263376008	Entire oropharynx	C10.9	top	0_0_0_0_10_6
263377004	Entire cauda equina	C72.1	top	0_0_0_13_3_1
263378009	Entire glans penis	C60.1	top	0_0_0_11_0_1
263379001	Lateral wall of uterus	C54.9	top	0_0_0_10_3_5
263380003	Capsule of elbow joint	C40.0	top	0_0_0_3_0_0
263381004	Entire capsule of wrist joint	C40.1	top	0_0_0_3_0_1
263382006	Entire capsule of hip joint	C41.4	top	0_0_0_3_1_4
263383001	Entire capsule of ankle joint	C40.3	top	0_0_0_3_0_3
263384007	Medial third of clavicle	C41.3	top	0_0_0_3_1_3
263385008	Middle third of clavicle	C41.3	top	0_0_0_3_1_3
263386009	Distal third of clavicle	C41.3	top	0_0_0_3_1_3
263387000	Part of shaft of humerus	C40.0	top	0_0_0_3_0_0
263388005	Entire proximal shaft of humerus	C41.9	top	0_0_0_3_1_6
263389002	Entire midshaft of humerus	C40.0	top	0_0_0_3_0_0
263390006	Entire distal shaft of humerus	C40.0	top	0_0_0_3_0_0
263391005	Part of shaft of radius	C40.0	top	0_0_0_3_0_0
263392003	Entire proximal shaft of radius	C40.0	top	0_0_0_3_0_0
263393008	Entire midshaft of radius	C40.0	top	0_0_0_3_0_0
263394002	Entire distal shaft of radius	C40.0	top	0_0_0_3_0_0
263395001	Part of shaft of ulna	C40.0	top	0_0_0_3_0_0
263396000	Entire proximal shaft of ulna	C41.9	top	0_0_0_3_1_6
263397009	Entire midshaft of ulna	C40.0	top	0_0_0_3_0_0
263398004	Entire distal shaft of ulna	C40.0	top	0_0_0_3_0_0
263403003	Entire proximal phalanx of index finger	C40.1	top	0_0_0_3_0_1
263404009	Entire proximal phalanx of middle finger	C40.1	top	0_0_0_3_0_1
263405005	Entire proximal phalanx of ring finger	C40.1	top	0_0_0_3_0_1
263406006	Entire proximal phalanx of little finger	C40.1	top	0_0_0_3_0_1
263407002	Entire middle phalanx of index finger	C40.1	top	0_0_0_3_0_1
263408007	Entire middle phalanx of middle finger	C40.1	top	0_0_0_3_0_1
263409004	Entire middle phalanx of ring finger	C40.1	top	0_0_0_3_0_1
263410009	Entire middle phalanx of little finger	C40.1	top	0_0_0_3_0_1
263412001	Base of proximal phalanx of index finger	C40.1	top	0_0_0_3_0_1
263413006	Base of proximal phalanx of middle finger	C40.1	top	0_0_0_3_0_1
263414000	Base of proximal phalanx of ring finger	C40.1	top	0_0_0_3_0_1
263415004	Base of proximal phalanx of little finger	C40.1	top	0_0_0_3_0_1
263416003	Shaft of proximal phalanx of index finger	C40.1	top	0_0_0_3_0_1
263417007	Shaft of proximal phalanx of middle finger	C40.1	top	0_0_0_3_0_1
263418002	Shaft of proximal phalanx of ring finger	C40.1	top	0_0_0_3_0_1
263419005	Shaft of proximal phalanx of little finger	C40.1	top	0_0_0_3_0_1
263420004	Neck of proximal phalanx of index finger	C40.1	top	0_0_0_3_0_1
263421000	Neck of proximal phalanx of middle finger	C40.1	top	0_0_0_3_0_1
263422007	Neck of proximal phalanx of ring finger	C40.1	top	0_0_0_3_0_1
263423002	Neck of proximal phalanx of little finger	C40.1	top	0_0_0_3_0_1
263424008	Head of proximal phalanx of index finger	C40.1	top	0_0_0_3_0_1
263425009	Head of proximal phalanx of middle finger	C40.1	top	0_0_0_3_0_1
263426005	Head of proximal phalanx of ring finger	C40.1	top	0_0_0_3_0_1
263427001	Head of proximal phalanx of little finger	C40.1	top	0_0_0_3_0_1
263428006	Base of middle phalanx of index finger	C40.1	top	0_0_0_3_0_1
263429003	Base of middle phalanx of middle finger	C40.1	top	0_0_0_3_0_1
263430008	Base of middle phalanx of ring finger	C40.1	top	0_0_0_3_0_1
263431007	Base of middle phalanx of little finger	C40.1	top	0_0_0_3_0_1
263432000	Shaft of middle phalanx of index finger	C40.1	top	0_0_0_3_0_1
263433005	Shaft of middle phalanx of middle finger	C40.1	top	0_0_0_3_0_1
263434004	Shaft of middle phalanx of ring finger	C40.1	top	0_0_0_3_0_1
263435003	Shaft of middle phalanx of little finger	C40.1	top	0_0_0_3_0_1
263436002	Entire mesenteric border of jejunum	C17.1	top	0_0_0_1_2_1
263437006	Neck of middle phalanx of index finger	C40.1	top	0_0_0_3_0_1
263438001	Neck of middle phalanx of middle finger	C40.1	top	0_0_0_3_0_1
263439009	Neck of middle phalanx of ring finger	C40.1	top	0_0_0_3_0_1
263440006	Neck of middle phalanx of little finger	C40.1	top	0_0_0_3_0_1
263441005	Head of middle phalanx of index finger	C40.1	top	0_0_0_3_0_1
263442003	Head of middle phalanx of middle finger	C40.1	top	0_0_0_3_0_1
263443008	Head of middle phalanx of ring finger	C40.1	top	0_0_0_3_0_1
263444002	Head of middle phalanx of little finger	C40.1	top	0_0_0_3_0_1
263445001	Base of distal phalanx of index finger	C40.1	top	0_0_0_3_0_1
263446000	Base of distal phalanx of middle finger	C40.1	top	0_0_0_3_0_1
263447009	Base of distal phalanx of ring finger	C40.1	top	0_0_0_3_0_1
263448004	Base of distal phalanx of little finger	C40.1	top	0_0_0_3_0_1
263449007	Shaft of distal phalanx of index finger	C40.1	top	0_0_0_3_0_1
263450007	Shaft of distal phalanx of middle finger	C40.1	top	0_0_0_3_0_1
263451006	Shaft of distal phalanx of ring finger	C40.1	top	0_0_0_3_0_1
263452004	Shaft of distal phalanx of little finger	C40.1	top	0_0_0_3_0_1
263453009	Neck of distal phalanx of index finger	C40.1	top	0_0_0_3_0_1
263454003	Neck of distal phalanx of middle finger	C40.1	top	0_0_0_3_0_1
263455002	Neck of distal phalanx of ring finger	C40.1	top	0_0_0_3_0_1
263456001	Neck of distal phalanx of little finger	C40.1	top	0_0_0_3_0_1
263457005	Head of distal phalanx of index finger	C40.1	top	0_0_0_3_0_1
263458000	Head of distal phalanx of middle finger	C40.1	top	0_0_0_3_0_1
263459008	Head of distal phalanx of ring finger	C40.1	top	0_0_0_3_0_1
263460003	Head of distal phalanx of little finger	C40.1	top	0_0_0_3_0_1
263461004	Entire base of second metacarpal	C40.1	top	0_0_0_3_0_1
263462006	Entire shaft of second metacarpal	C40.1	top	0_0_0_3_0_1
263463001	Neck of second metacarpal	C40.1	top	0_0_0_3_0_1
263464007	Entire head of second metacarpal	C40.1	top	0_0_0_3_0_1
263465008	Entire base of third metacarpal	C40.1	top	0_0_0_3_0_1
263466009	Entire shaft of third metacarpal	C40.1	top	0_0_0_3_0_1
263467000	Neck of third metacarpal	C40.1	top	0_0_0_3_0_1
263468005	Entire head of third metacarpal	C40.1	top	0_0_0_3_0_1
263469002	Entire base of fourth metacarpal	C40.1	top	0_0_0_3_0_1
263470001	Entire shaft of fourth metacarpal	C40.1	top	0_0_0_3_0_1
263471002	Neck of fourth metacarpal	C40.1	top	0_0_0_3_0_1
263472009	Entire head of fourth metacarpal	C40.1	top	0_0_0_3_0_1
263473004	Entire base of fifth metacarpal	C40.1	top	0_0_0_3_0_1
263474005	Entire shaft of fifth metacarpal	C40.1	top	0_0_0_3_0_1
263475006	Neck of fifth metacarpal	C40.1	top	0_0_0_3_0_1
263476007	Entire head of fifth metacarpal	C40.1	top	0_0_0_3_0_1
263477003	Entire joint between bodies of L5 and L6	C41.2	top	0_0_0_3_1_2
263478008	Entire joint between bodies of L4 and S1	C41.2	top	0_0_0_3_1_2
263479000	Entire joint between bodies of L6 and S1	C41.4	top	0_0_0_3_1_4
263480002	Entire supraspinatus tendon	C49.1	top	0_0_0_8_1
263481003	Entire nasal cavity	C30.0	top	0_0_0_2_0_0
263482005	Entire laryngeal cartilage	C32.3	top	0_0_0_2_2_3
263483000	Entire thyroid cartilage	C32.3	top	0_0_0_2_2_3
263484006	Entire cricoid cartilage	C32.3	top	0_0_0_2_2_3
263537008	Entire anti-mesenteric border of jejunum	C17.1	top	0_0_0_1_2_1
263634007	Entire duodenojejunal flexure	C17.0	top	0_0_0_1_2_0
263671009	Entire anogenital region	C76.3	top	0_0_0_15_3
263673007	Entire anorectal junction	C21.8	top	0_0_0_1_6_3
263705009	Circumference of cervix	C53.9	top	0_0_0_10_2_3
263711007	Cloacogenic zone	C76.7	top	0_0_0_15_6
263724007	Entire jejunal lumen	C17.1	top	0_0_0_1_2_1
263790009	Entire membranous labyrinth	C30.1	top	0_0_0_2_0_1
263792001	Large retinal vessel	C69.2	top	0_0_0_13_0_2
263798002	Entire proximal portion of ileum	C17.2	top	0_0_0_1_2_2
263876002	Entire middle portion of ileum	C17.2	top	0_0_0_1_2_2
263937002	Abdominal plexus	C47.9	top	0_0_0_6_8
263940002	Entire angle of mouth	C06.9	top	0_0_0_0_6_4
263945007	Apex of great toe	C76.5	top	0_0_0_15_5
263946008	Apex of second toe	C76.5	top	0_0_0_15_5
263947004	Apex of third toe	C76.5	top	0_0_0_15_5
263948009	Apex of fourth toe	C76.5	top	0_0_0_15_5
263949001	Apex of fifth toe	C76.5	top	0_0_0_15_5
263950001	Entire right lower lobe apical segmental bronchus	C34.3	top	0_0_0_2_4_3
263951002	Entire apical trabecular septum	C38.0	top	0_0_0_2_6_0
263963007	Branch of renal artery	C49.9	top	0_0_0_8_8
263964001	Entire mesenteric border of ileum	C17.2	top	0_0_0_1_2_2
263967008	Central trabecular septum	C38.0	top	0_0_0_2_6_0
263971006	Entire cerebellar lobe	C71.6	top	0_0_0_13_2_6
263972004	Cerebellar subarachnoid space	C70.9	top	0_0_0_13_1_2
263973009	Cerebellar subdural space	C70.9	top	0_0_0_13_1_2
263979008	Surface of scrotum	C63.2	top	0_0_0_11_3_2
263980006	Distal 1/3 of small intestine	C17.9	top	0_0_0_1_2_5
263982003	Entire distal urethra	C68.0	top	0_0_0_12_4_0
263983008	Entire dome of bladder	C67.9	top	0_0_0_12_3_9
263984002	Entire dorsum of great toe	C76.5	top	0_0_0_15_5
263985001	Entire dorsum of second toe	C76.5	top	0_0_0_15_5
263986000	Entire dorsum of third toe	C76.5	top	0_0_0_15_5
263987009	Entire dorsum of fourth toe	C76.5	top	0_0_0_15_5
263988004	Entire dorsum of fifth toe	C76.5	top	0_0_0_15_5
263992006	Entire epitrochlear lymph node	C77.3	top	0_0_0_16_3
263994007	Extracapsular condyle of mandible	C41.9	top	0_0_0_3_1_6
264009004	Frontal subarachnoid space	C70.9	top	0_0_0_13_1_2
264014000	Gastroduodenal junction	C17.0	top	0_0_0_1_2_0
264016003	Hilar lymph nodes	C77.1	top	0_0_0_16_1
264017007	Entire hilum of lung	C34.0	top	0_0_0_2_4_0
264021000	Ileocecal junction	C18.0	top	0_0_0_1_3_0
264028006	Entire incudostapedial joint	C30.1	top	0_0_0_2_0_1
264029003	Indeterminate ventricle	C38.0	top	0_0_0_2_6_0
264032000	Entire inferior lingular bronchus	C34.1	top	0_0_0_2_4_1
264033005	Inferior lingular segment	C34.9	top	0_0_0_2_4_5
264036002	Inferior tympanic membrane	C30.1	top	0_0_0_2_0_1
264038001	Inlet muscular septum	C38.0	top	0_0_0_2_6_0
264050007	Iris surface	C69.4	top	0_0_0_13_0_4
264052004	Isolated intraparenchymal pulmonary artery	C49.3	top	0_0_0_8_3
264053009	Entire labial frenum	C00.5	top	0_0_0_0_0_5
264054003	Laryngeal surface of suprahyoid epiglottis	C32.1	top	0_0_0_2_2_1
264057005	Lateral conjunctiva	C69.0	top	0_0_0_13_0_0
264061004	Entire right lower lobe lateral segmental bronchus	C34.3	top	0_0_0_2_4_3
264062006	Entire anti-mesenteric border of ileum	C17.2	top	0_0_0_1_2_2
264063001	Entire lateral wall of bladder	C67.2	top	0_0_0_12_3_2
264064007	Lateral wall of cervix	C53.9	top	0_0_0_10_2_3
264066009	Entire left coronary sinus	C49.3	top	0_0_0_8_3
264069002	Left sided atrium	C38.0	top	0_0_0_2_6_0
264070001	Entire left ventricular outflow tract	C38.0	top	0_0_0_2_6_0
264072009	Surface region of lower back	C76.7	top	0_0_0_15_6
264073004	Lower renal calyx	C65.9	top	0_0_0_12_1_0
264074005	Surface region of lower chest	C76.1	top	0_0_0_15_1
264075006	Entire lower conjunctival fornix	C69.0	top	0_0_0_13_0_0
264079000	Lower pole artery	C49.9	top	0_0_0_8_8
264085007	Entire male urethra	C68.0	top	0_0_0_12_4_0
264089001	Entire Malleo-incudal joint	C30.1	top	0_0_0_2_0_1
264090005	Entire malleus	C41.0	top	0_0_0_3_1_0
264091009	Entire malleus handle	C41.0	top	0_0_0_3_1_0
264092002	Marginal septum	C38.0	top	0_0_0_2_6_0
264093007	Entire mastoid cell	C41.0	top	0_0_0_3_1_0
264097008	Entire right lower lobe medial segmental bronchus	C34.3	top	0_0_0_2_4_3
264100003	Middle 1/3 of small intestine	C17.9	top	0_0_0_1_2_5
264101004	Middle renal calyx	C65.9	top	0_0_0_12_1_0
264102006	Middle third of longitudinal segment of meniscus	C40.2	top	0_0_0_3_0_2
264104007	Diaper area	C76.3	top	0_0_0_15_3
264106009	Crena ani	C76.3	top	0_0_0_15_3
264108005	Entire obtuse marginal artery	C49.3	top	0_0_0_8_3
264109002	Occipital subarachnoid space	C70.9	top	0_0_0_13_1_2
264113009	Entire lingual frenum	C02.2	top	0_0_0_0_2_2
264116001	Outlet muscular septum	C38.0	top	0_0_0_2_6_0
264120002	Parafoveal retina	C69.2	top	0_0_0_13_0_2
264122005	Paramacular retina	C69.2	top	0_0_0_13_0_2
264125007	Entire Skene's gland	C49.9	top	0_0_0_8_8
264129001	Parietal subarachnoid space	C70.9	top	0_0_0_13_1_2
264130006	Entire ureteropelvic junction	C65.9	top	0_0_0_12_1_0
264132003	Perilunate joint	C40.1	top	0_0_0_3_0_1
264134002	Pericecal region	C48.2	top	0_0_0_7_2
264140009	Entire peripancreatic tissue	C48.0	top	0_0_0_7_0
264141008	Peripheral retina	C69.2	top	0_0_0_13_0_2
264145004	Entire peroneal compartment of lower leg	C76.5	top	0_0_0_15_5
264150005	Entire posterior descending artery	C49.3	top	0_0_0_8_3
264151009	Posterior horn of longitudinal segment of meniscus	C40.2	top	0_0_0_3_0_2
264155000	Entire right lower lobe posterior segmental bronchus	C34.3	top	0_0_0_2_4_3
264156004	Entire ileal lumen	C17.2	top	0_0_0_1_2_2
264157008	Posterior third of longitudinal segment of meniscus	C40.2	top	0_0_0_3_0_2
264158003	Entire posterior tympanic membrane	C30.1	top	0_0_0_2_0_1
264160001	Posterior wall of cervix	C53.9	top	0_0_0_10_2_3
264161002	Entire posterolateral circumflex artery	C49.3	top	0_0_0_8_3
264163004	Proximal 1/3 of small intestine	C17.9	top	0_0_0_1_2_5
264165006	Pulmonary venous pathway	C49.3	top	0_0_0_8_3
264167003	Entire radioulnar joint	C40.9	top	0_0_0_3_0_5
264177001	Entire right coronary sinus	C49.3	top	0_0_0_8_3
264181001	Right sided atrium	C38.0	top	0_0_0_2_6_0
264182008	Right ventricle - body	C38.0	top	0_0_0_2_6_0
